-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/2010 through 12/31/2020 in LST
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PRECTOTCORR,2020,10.5,79.375,0.39,0.08,0.09,1.03,1.34,1.58,4.5,2.22,5.11,2.67,7.83,12.88,3.32
PRECTOTCORR,2020,10.5,80.0,0.37,0.15,0.24,0.97,1.97,2.14,4.38,3.17,6.78,3.88,8.19,12.15,3.71
PRECTOTCORR,2020,11.0,76.25,0.2,0.25,0.78,1.71,3.86,8.11,13.13,12.53,11.8,4.91,5.18,2.0,5.39
PRECTOTCORR,2020,11.0,76.875,0.15,0.11,0.5,1.22,2.18,3.65,7.45,6.25,6.64,5.44,5.3,2.28,3.44
PRECTOTCORR,2020,11.0,77.5,0.08,0.01,0.09,0.85,0.96,2.36,4.96,3.08,4.49,5.97,5.1,2.86,2.57
PRECTOTCORR,2020,11.0,78.125,0.12,0.01,0.08,0.83,0.94,2.21,4.28,2.73,4.19,4.45,5.34,3.11,2.36
PRECTOTCORR,2020,11.0,78.75,0.28,0.01,0.01,0.69,0.68,2.05,5.03,2.86,4.59,2.99,5.87,6.62,2.65
PRECTOTCORR,2020,11.0,79.375,0.43,0.04,0.06,0.6,0.97,1.56,4.81,2.75,5.03,2.83,8.49,11.94,3.3
PRECTOTCORR,2020,11.0,80.0,0.39,0.09,0.15,0.73,1.68,2.23,4.45,3.71,6.02,3.82,8.64,10.43,3.54
PRECTOTCORR,2020,11.5,76.25,0.16,0.11,0.52,1.37,3.76,7.21,10.64,10.53,9.58,4.78,4.39,1.69,4.57
PRECTOTCORR,2020,11.5,76.875,0.16,0.07,0.37,1.11,1.95,2.46,5.3,4.41,5.29,3.57,4.74,1.9,2.62
PRECTOTCORR,2020,11.5,77.5,0.07,0.01,0.09,0.93,0.83,1.95,5.04,3.3,5.16,4.16,4.38,2.21,2.35
PRECTOTCORR,2020,11.5,78.125,0.1,0.02,0.11,0.93,0.92,2.01,4.7,2.98,4.79,3.66,4.4,2.4,2.26
PRECTOTCORR,2020,11.5,78.75,0.25,0.01,0.01,0.66,0.56,1.88,5.37,3.48,5.31,3.44,5.93,5.71,2.72
PRECTOTCORR,2020,11.5,79.375,0.47,0.05,0.03,0.54,0.79,1.65,4.66,3.28,5.37,3.51,9.87,10.72,3.42
PRECTOTCORR,2020,11.5,80.0,0.44,0.08,0.1,0.77,1.42,2.35,4.28,3.95,6.45,4.33,9.7,9.53,3.62
PRECTOTCORR,2020,12.0,76.25,0.09,0.05,0.43,1.32,3.93,6.83,8.59,8.91,8.0,5.91,2.71,1.22,4.01
PRECTOTCORR,2020,12.0,76.875,0.11,0.04,0.35,1.39,2.28,2.76,4.54,3.39,5.13,4.49,3.35,1.45,2.45
PRECTOTCORR,2020,12.0,77.5,0.04,0.01,0.12,1.2,1.1,2.43,5.32,3.63,6.22,4.48,3.6,1.79,2.5
PRECTOTCORR,2020,12.0,78.125,0.05,0.01,0.16,1.34,1.26,2.5,5.06,3.24,5.83,4.7,3.42,1.88,2.46
PRECTOTCORR,2020,12.0,78.75,0.2,0.02,0.03,0.97,0.8,2.3,5.62,4.03,6.37,4.22,6.06,4.56,2.94
PRECTOTCORR,2020,12.0,79.375,0.52,0.05,0.03,0.91,1.0,1.99,4.94,3.75,6.02,4.17,11.08,8.98,3.62
PRECTOTCORR,2020,12.0,80.0,0.58,0.07,0.08,1.04,1.64,2.37,4.46,3.88,6.87,4.79,11.61,9.27,3.89
PRECTOTCORR,2020,9.0,76.25,0.55,0.85,2.44,3.87,11.32,10.6,10.68,10.13,15.57,6.13,5.2,2.97,6.7
PRECTOTCORR,2020,9.0,76.875,0.8,0.58,1.29,2.91,10.37,8.57,7.75,7.03,13.95,6.04,6.07,2.24,5.64
PRECTOTCORR,2020,9.0,77.5,0.41,0.33,0.36,1.56,4.25,2.68,2.86,2.75,4.99,3.51,8.48,3.08,2.94
PRECTOTCORR,2020,9.0,78.125,0.27,0.46,0.11,1.24,2.04,1.2,1.58,1.58,2.17,3.68,10.84,4.33,2.45
PRECTOTCORR,2020,9.0,78.75,0.28,0.39,0.08,1.18,1.46,1.17,0.79,1.01,1.72,4.25,8.62,7.37,2.36
PRECTOTCORR,2020,9.0,79.375,0.35,0.42,0.08,1.35,1.88,1.38,1.13,1.02,2.34,3.37,7.75,10.55,2.64
PRECTOTCORR,2020,9.0,80.0,0.58,0.47,0.14,1.73,3.02,1.04,2.57,0.92,3.76,2.54,9.09,13.98,3.33
PRECTOTCORR,2020,9.5,76.25,0.38,1.01,2.12,3.65,10.82,13.77,14.59,12.39,17.33,7.65,5.19,3.24,7.69
PRECTOTCORR,2020,9.5,76.875,0.32,0.57,1.18,2.63,8.51,9.39,11.04,8.42,12.68,9.97,5.88,2.81,6.13
PRECTOTCORR,2020,9.5,77.5,0.2,0.22,0.32,1.59,3.67,3.01,4.12,3.19,4.79,7.78,7.4,3.61,3.33
PRECTOTCORR,2020,9.5,78.125,0.16,0.24,0.1,1.5,2.3,1.9,2.78,2.33,3.03,7.62,8.97,4.61,2.97
PRECTOTCORR,2020,9.5,78.75,0.29,0.3,0.02,1.53,1.89,1.29,1.7,1.82,2.49,4.69,8.06,8.65,2.73
PRECTOTCORR,2020,9.5,79.375,0.43,0.4,0.04,1.5,1.94,1.02,2.04,1.6,3.38,3.05,7.84,13.8,3.1
PRECTOTCORR,2020,9.5,80.0,0.59,0.45,0.12,1.44,2.37,1.02,3.13,1.41,5.23,2.82,9.28,17.98,3.83
